dataset	family	split	model	rowcap	n_samples	n_features	mse	rmse	mae	r2	mse_original	rmse_original	mae_original	r2_original	rounded_consistency
gsm8k-000007	GSM8K	random	tabpfn2	32	32	35	0.13859419524669647	0.37228241329224304	0.3111136257648468	0.5875111818313599	660.1505126953125	25.693394339699697	21.47177505493164	0.5875111818313599	0.0
gsm8k-000011	GSM8K	random	tabpfn2	32	32	51	0.2369227111339569	0.48674707100706516	0.42836275696754456	0.6689015626907349	287855.59375	536.5217551507114	472.1670837402344	0.6689015626907349	0.0
gsm8k-000023	GSM8K	random	tabpfn2	32	32	27	0.7969933748245239	0.8927448542694177	0.5915229916572571	-0.118896484375	196.103759765625	14.003705215607225	9.278700828552246	-0.11889660358428955	0.42857142857142855
gsm8k-000027	GSM8K	random	tabpfn2	32	32	35	0.04412057250738144	0.21004897644925918	0.17756155133247375	0.9196534156799316	213.4694061279297	14.61059225794525	12.350831031799316	0.9196534156799316	0.0
gsm8k-000035	GSM8K	random	tabpfn2	32	32	30	0.0006014058599248528	0.024523577633062694	0.014853643253445625	0.9995396137237549	3.653291702270508	1.9113586011710382	1.1576881408691406	0.9995396137237549	0.7142857142857143
gsm8k-000037	GSM8K	random	tabpfn2	32	32	38	0.9333124160766602	0.966080957309821	0.7126196026802063	-0.1710507869720459	11.519315719604492	3.394011744175982	2.5035574436187744	-0.1710507869720459	0.42857142857142855
gsm8k-000038	GSM8K	random	tabpfn2	32	32	38	0.1914859265089035	0.4375910493930418	0.34757307171821594	0.7890416383743286	127.38445281982422	11.286472115759832	8.964701652526855	0.7890415191650391	0.14285714285714285
gsm8k-000050	GSM8K	random	tabpfn2	32	32	27	0.020487124100327492	0.14313323897797986	0.08391521126031876	0.9672855138778687	59301.48046875	243.51895299698953	142.7687225341797	0.9672855138778687	0.0
gsm8k-000078	GSM8K	random	tabpfn2	32	32	34	2.2963225841522217	1.5153621956985142	0.9577531814575195	0.357413649559021	23132.20703125	152.09275798423144	96.12706756591797	0.3574135899543762	0.0
gsm8k-000084	GSM8K	random	tabpfn2	32	32	17	0.004546180833131075	0.06742537232474935	0.027968313544988632	0.9965595006942749	2.3156797885894775	1.5217357814645345	0.6312226057052612	0.9965595006942749	0.8571428571428571
gsm8k-000086	GSM8K	random	tabpfn2	32	32	32	0.27851808071136475	0.5277481224138697	0.29345399141311646	0.9291337728500366	252.23765563964844	15.88199155142857	8.831171035766602	0.9291337132453918	0.14285714285714285
gsm8k-000088	GSM8K	random	tabpfn2	32	32	19	0.03143567964434624	0.17730109882441855	0.07643745839595795	0.9708157181739807	167697530880.0	409508.88986687455	176546.078125	0.9708157181739807	0.0
gsm8k-000125	GSM8K	random	tabpfn2	32	32	26	0.001206489047035575	0.03473455119957036	0.02910332754254341	0.99869704246521	0.09710963815450668	0.3116241937887793	0.26110321283340454	0.99869704246521	0.8571428571428571
gsm8k-000126	GSM8K	random	tabpfn2	32	32	21	5.045533907832578e-05	0.0071031921752354255	0.00488573731854558	0.9999593496322632	0.2388479858636856	0.48872076471507286	0.3361532986164093	0.9999593496322632	0.7142857142857143
gsm8k-000148	GSM8K	random	tabpfn2	32	32	25	0.001758473226800561	0.04193415346469463	0.03277817368507385	0.9964646100997925	0.5509397387504578	0.7422531500441462	0.5801876783370972	0.9964646100997925	0.5714285714285714
gsm8k-000151	GSM8K	random	tabpfn2	32	32	52	0.287172794342041	0.5358850570243968	0.37937024235725403	0.8226717710494995	47.42008590698242	6.88622435787438	4.8749799728393555	0.8226718306541443	0.0
gsm8k-000153	GSM8K	random	tabpfn2	32	32	70	0.02546093799173832	0.15956483945950725	0.13672754168510437	0.9761285185813904	55.8485107421875	7.47318611719175	6.403605937957764	0.9761285185813904	0.14285714285714285
gsm8k-000158	GSM8K	random	tabpfn2	32	32	40	0.24994012713432312	0.49994012354913375	0.41469210386276245	0.7490386366844177	8724.751953125	93.40638068742949	77.47904968261719	0.7490386962890625	0.0
gsm8k-000173	GSM8K	random	tabpfn2	32	32	31	0.009397745132446289	0.09694196785936568	0.0684548169374466	0.9877803921699524	17256922.0	4154.145158754085	2933.416748046875	0.9877803921699524	0.0
gsm8k-000192	GSM8K	random	tabpfn2	32	32	39	0.08109139651060104	0.28476551144863216	0.23545613884925842	0.9544159173965454	1397.3087158203125	37.38059276978246	30.90785789489746	0.9544159173965454	0.0
gsm8k-000208	GSM8K	random	tabpfn2	32	32	29	0.00443880632519722	0.066624367353073	0.05131480470299721	0.9945433735847473	189.28456115722656	13.758072581478357	10.596613883972168	0.9945433735847473	0.0
gsm8k-000212	GSM8K	random	tabpfn2	32	32	12	0.0004115521442145109	0.0202867479950462	0.010298940353095531	0.999663770198822	0.1311192512512207	0.36210392327510166	0.1838289052248001	0.999663770198822	0.8571428571428571
gsm8k-000218	GSM8K	random	tabpfn2	32	32	39	0.08220309764146805	0.2867108258183985	0.16003598272800446	0.8951240181922913	32.67423629760742	5.716138232898801	3.1906285285949707	0.8951239585876465	0.14285714285714285
gsm8k-000224	GSM8K	random	tabpfn2	32	32	35	2.406268835067749	1.551215276829025	1.121409296989441	0.32728028297424316	13558.6513671875	116.44162214254618	84.17833709716797	0.3272802233695984	0.0
gsm8k-000297	GSM8K	random	tabpfn2	32	32	44	0.4924452304840088	0.7017444196315413	0.5422195196151733	0.18764466047286987	551.1083984375	23.475698039408755	18.139055252075195	0.1876448392868042	0.0
gsm8k-000313	GSM8K	random	tabpfn2	32	32	43	0.14884056150913239	0.38579860226435814	0.27649053931236267	-0.8713971376419067	101563432960.0	318690.18334426306	228395.90625	-0.8713973760604858	0.0
gsm8k-000337	GSM8K	random	tabpfn2	32	32	18	0.0006291813333518803	0.025083487264570697	0.021460657939314842	0.9996086955070496	1.0464838743209839	1.022977944200648	0.8752283453941345	0.9996086955070496	0.2857142857142857
gsm8k-000348	GSM8K	random	tabpfn2	32	32	30	1.1347016096115112	1.065223736879493	0.9708980321884155	0.0849187970161438	205.42637634277344	14.33270303685852	13.063539505004883	0.0849187970161438	0.0
gsm8k-000361	GSM8K	random	tabpfn2	32	32	40	0.2892873287200928	0.5378543750125054	0.4194178581237793	0.6682740449905396	85.93732452392578	9.270238644389138	7.228915214538574	0.6682740449905396	0.0
gsm8k-000409	GSM8K	random	tabpfn2	32	32	49	0.10157060623168945	0.31870143744842044	0.2648196220397949	0.9085329174995422	19165237248.0	138438.56849881104	115033.1953125	0.9085328578948975	0.0
gsm8k-000420	GSM8K	random	tabpfn2	32	32	21	0.0013451437698677182	0.03667620168266772	0.02882220409810543	0.9986457228660583	1019138.5625	1009.5239286416147	793.3403930664062	0.9986457228660583	0.0
gsm8k-000473	GSM8K	random	tabpfn2	32	32	24	0.0017144198063760996	0.04140555284471033	0.036870695650577545	0.9989016652107239	0.9703463912010193	0.9850616179716979	0.8771744966506958	0.9989016652107239	0.2857142857142857
gsm8k-000509	GSM8K	random	tabpfn2	32	32	27	0.015460512600839138	0.12434030963786095	0.10830233991146088	0.9483070969581604	3.8400464057922363	1.9596036348691122	1.7068454027175903	0.9483070373535156	0.14285714285714285
gsm8k-000534	GSM8K	random	tabpfn2	32	32	32	0.00552124110981822	0.07430505440290196	0.0639830082654953	0.9752403497695923	392.6177062988281	19.814583172472442	17.062055587768555	0.9752403497695923	0.0
gsm8k-000539	GSM8K	random	tabpfn2	32	32	22	0.03583656623959541	0.1893054839131593	0.14666606485843658	0.9436841011047363	2947.594482421875	54.291753355568424	42.06301498413086	0.9436841011047363	0.0
gsm8k-000568	GSM8K	random	tabpfn2	32	32	28	0.003975352738052607	0.06305039839725525	0.045236118137836456	0.9948325753211975	41.14685821533203	6.414581686698832	4.602203369140625	0.9948325753211975	0.2857142857142857
gsm8k-000575	GSM8K	random	tabpfn2	32	32	33	0.19535601139068604	0.4419909630192523	0.3782777190208435	0.6717888116836548	9905.0078125	99.52390573374821	85.17747497558594	0.6717888116836548	0.0
gsm8k-000576	GSM8K	random	tabpfn2	32	32	49	0.03166402131319046	0.17794387124368868	0.14655160903930664	0.9734845757484436	4408627.0	2099.6730697896755	1729.256103515625	0.9734845757484436	0.0
gsm8k-000591	GSM8K	random	tabpfn2	32	32	42	0.17864951491355896	0.4226695102719842	0.31306955218315125	0.35322320461273193	33815500.0	5815.109629233141	4307.2275390625	0.35322320461273193	0.0
gsm8k-000604	GSM8K	random	tabpfn2	32	32	36	0.9795766472816467	0.989735645150586	0.8692973852157593	0.014473974704742432	272.2063293457031	16.49867659376664	14.490997314453125	0.014473974704742432	0.0
gsm8k-000639	GSM8K	random	tabpfn2	32	32	34	0.09457304328680038	0.3075273049451063	0.23556020855903625	0.7279963493347168	61895.91015625	248.78888672175452	190.56765747070312	0.727996289730072	0.0
gsm8k-000641	GSM8K	random	tabpfn2	32	32	28	0.003007608698680997	0.05484166936446225	0.041195936501026154	0.9974170923233032	75336736.0	8679.673726586732	6519.9912109375	0.9974170923233032	0.0
gsm8k-000642	GSM8K	random	tabpfn2	32	32	52	0.040641721338033676	0.20159791997447216	0.13483664393424988	0.7921651601791382	2174856192.0	46635.353456363984	31191.564453125	0.7921650409698486	0.0
gsm8k-000670	GSM8K	random	tabpfn2	32	32	28	0.000576950900722295	0.024019802262347935	0.020664766430854797	0.9996792674064636	0.010970309376716614	0.10473924468276738	0.09010954946279526	0.9996792674064636	1.0
gsm8k-000705	GSM8K	random	tabpfn2	32	32	29	0.029343675822019577	0.17129995861651448	0.11958849430084229	0.9174720644950867	93866.0390625	306.375650244108	213.88795471191406	0.9174720644950867	0.0
gsm8k-000710	GSM8K	random	tabpfn2	32	32	58	0.814276397228241	0.9023726487589487	0.6560707092285156	-0.12217581272125244	16362.845703125	127.91733933726499	93.00238800048828	-0.12217581272125244	0.0
gsm8k-000720	GSM8K	random	tabpfn2	32	32	28	0.002411956200376153	0.04911167071456797	0.035517673939466476	0.9969252347946167	0.17557503283023834	0.41901674528619776	0.3030339777469635	0.9969252347946167	0.7142857142857143
gsm8k-000728	GSM8K	random	tabpfn2	32	32	36	1.1498910188674927	1.0723297155574365	0.7680376172065735	-0.08209168910980225	363.2735900878906	19.05973740868144	13.651206016540527	-0.08209145069122314	0.0
gsm8k-000734	GSM8K	random	tabpfn2	32	32	37	0.05186738818883896	0.22774412876919342	0.17694400250911713	0.9394365549087524	3.253124952316284	1.803642135324046	1.4013254642486572	0.9394364953041077	0.2857142857142857
gsm8k-000759	GSM8K	random	tabpfn2	32	32	28	0.08574850112199783	0.29282844998735663	0.17497403919696808	0.8963438868522644	38410412032.0	195985.7444611725	117107.5390625	0.8963438272476196	0.0
gsm8k-000765	GSM8K	random	tabpfn2	32	32	15	0.0002634304400999099	0.016230540351445787	0.012428222224116325	0.9988811016082764	103.72640228271484	10.18461596147419	7.798671245574951	0.9988811016082764	0.0
gsm8k-000776	GSM8K	random	tabpfn2	32	32	15	0.0003211583534721285	0.017920891536754763	0.011569486930966377	0.9995933175086975	404.922607421875	20.122688871566716	12.990958213806152	0.9995933175086975	0.0
gsm8k-000785	GSM8K	random	tabpfn2	32	32	45	0.0009855068055912852	0.031392782699074084	0.026729797944426537	0.8899281024932861	3480.945068359375	58.999534475785275	50.23592758178711	0.8899280428886414	0.0
gsm8k-000792	GSM8K	random	tabpfn2	32	32	27	0.0025643729604780674	0.05063963823407576	0.03913627192378044	0.9986704587936401	346.9574890136719	18.62679492058878	14.395505905151367	0.9986704587936401	0.0
gsm8k-000800	GSM8K	random	tabpfn2	32	32	18	4.302137313061394e-05	0.006559068007774728	0.0042113023810088634	0.9998624324798584	12.898834228515625	3.5914947067364063	2.305943012237549	0.9998624324798584	0.42857142857142855
gsm8k-000812	GSM8K	random	tabpfn2	32	32	66	2.402970552444458	1.5501517836794105	1.3989810943603516	0.09924435615539551	2641.714111328125	51.3976080311927	46.385318756103516	0.09924435615539551	0.0
gsm8k-000819	GSM8K	random	tabpfn2	32	32	22	0.05189918354153633	0.22781392306339912	0.2055414617061615	0.9297940135002136	391722.90625	625.8777087019477	564.6881103515625	0.9297940731048584	0.0
gsm8k-000823	GSM8K	random	tabpfn2	32	32	27	0.0022563058882951736	0.04750058829420088	0.03845972195267677	0.9968987703323364	1.0328972339630127	1.0163155189029698	0.8228787183761597	0.9968987703323364	0.5714285714285714
gsm8k-000844	GSM8K	random	tabpfn2	32	32	41	3.649348020553589	1.9103266790142437	1.0614614486694336	0.5944656133651733	527381.3125	726.2102398754785	403.5143737792969	0.5944656133651733	0.0
gsm8k-000849	GSM8K	random	tabpfn2	32	32	23	0.013017167337238789	0.11409280142602682	0.09558888524770737	0.9873573184013367	5600.50390625	74.83651452499642	62.69931411743164	0.9873573184013367	0.0
gsm8k-000851	GSM8K	random	tabpfn2	32	32	15	0.0013545474503189325	0.03680417707705109	0.026496784761548042	0.9992844462394714	9.150988578796387	3.0250600950718955	2.1778619289398193	0.9992844462394714	0.42857142857142855
gsm8k-000881	GSM8K	random	tabpfn2	32	32	24	0.018759844824671745	0.136966582875794	0.10737978667020798	0.969412624835968	71.63306427001953	8.463631860496978	6.635361671447754	0.969412624835968	0.0
gsm8k-000887	GSM8K	random	tabpfn2	32	32	43	0.019483139738440514	0.1395820179623454	0.10252740234136581	0.9529381394386292	28.06805419921875	5.297929236901787	3.8914968967437744	0.9529381990432739	0.2857142857142857
gsm8k-000900	GSM8K	random	tabpfn2	32	32	25	0.00041249528294429183	0.020309979885373884	0.014428839087486267	0.9993684887886047	0.3393675982952118	0.5825526571008082	0.4138635993003845	0.9993684887886047	0.7142857142857143
gsm8k-000905	GSM8K	random	tabpfn2	32	32	27	0.0013799183070659637	0.03714725167580993	0.03347959369421005	0.9969201683998108	0.021495776250958443	0.14661437941402078	0.13213865458965302	0.9969201683998108	1.0
gsm8k-000919	GSM8K	random	tabpfn2	32	32	22	1.4696455001831055	1.212289363222785	0.9352380037307739	0.316007137298584	19274592.0	4390.283817704728	3386.947265625	0.31600701808929443	0.0
gsm8k-000926	GSM8K	random	tabpfn2	32	32	84	1.506397008895874	1.2273536608882845	1.0235224962234497	-0.22269821166992188	1.6968058347702026	1.3026149986738993	1.086284875869751	-0.22269845008850098	0.2857142857142857
gsm8k-000929	GSM8K	random	tabpfn2	32	32	34	0.42339637875556946	0.6506891567834594	0.5106762647628784	0.7286562323570251	8012.11669921875	89.51042787976577	70.24990844726562	0.7286562919616699	0.0
gsm8k-000942	GSM8K	random	tabpfn2	32	32	26	0.015037349425256252	0.12262687073091384	0.09464064985513687	0.9444155097007751	1680.8076171875	40.99765380101037	31.64105224609375	0.9444155097007751	0.0
gsm8k-000944	GSM8K	random	tabpfn2	32	32	41	0.5138233304023743	0.7168147113462267	0.5095449686050415	-0.021902084350585938	9062.4072265625	95.1966765520861	67.6701889038086	-0.021902084350585938	0.0
gsm8k-000947	GSM8K	random	tabpfn2	32	32	29	0.00325437868013978	0.05704716189382063	0.04882783815264702	0.994572639465332	0.7128704786300659	0.8443165748876815	0.7226676940917969	0.994572639465332	0.2857142857142857
gsm8k-000958	GSM8K	random	tabpfn2	32	32	19	0.0003609739651437849	0.018999314859851787	0.011496433056890965	0.9964549541473389	368.2992248535156	19.1911235953895	11.612496376037598	0.9964548945426941	0.14285714285714285
gsm8k-000960	GSM8K	random	tabpfn2	32	32	40	0.05562412366271019	0.23584767046275906	0.16066613793373108	0.9737145304679871	40.20067596435547	6.340400300009098	4.319261074066162	0.9737145304679871	0.2857142857142857
gsm8k-000967	GSM8K	random	tabpfn2	32	32	23	0.01904052309691906	0.1379874019500297	0.07640157639980316	0.9867389798164368	183.09628295898438	13.531307511064272	7.492084980010986	0.9867389798164368	0.0
gsm8k-000969	GSM8K	random	tabpfn2	32	32	50	0.006144020240753889	0.07838380088228619	0.05047401413321495	0.9911777377128601	42353.12109375	205.7987392909636	132.5208282470703	0.9911777377128601	0.0
gsm8k-000973	GSM8K	random	tabpfn2	32	32	32	0.029479334130883217	0.1716954691623609	0.1101837158203125	0.9386178255081177	60.97388458251953	7.808577628641437	5.011070251464844	0.9386177062988281	0.14285714285714285
gsm8k-000989	GSM8K	random	tabpfn2	32	32	32	0.21367914974689484	0.46225442101389885	0.30133095383644104	0.538333535194397	1294.230224609375	35.975411389022014	23.451383590698242	0.538333535194397	0.14285714285714285
gsm8k-001002	GSM8K	random	tabpfn2	32	32	44	0.01419868879020214	0.11915825103702278	0.0830531045794487	0.9652773141860962	135.1703338623047	11.626277730310106	8.103495597839355	0.965277373790741	0.0
gsm8k-001023	GSM8K	random	tabpfn2	32	32	36	0.06864742934703827	0.26200654447367966	0.15579578280448914	0.9635681509971619	501.708984375	22.398861229424142	13.318929672241211	0.9635680913925171	0.0
gsm8k-001031	GSM8K	random	tabpfn2	32	32	25	0.007835888303816319	0.08852055300220575	0.06982582062482834	0.9835852384567261	0.12662802636623383	0.3558483193247283	0.28069645166397095	0.9835852384567261	0.8571428571428571
gsm8k-001048	GSM8K	random	tabpfn2	32	32	30	0.39497020840644836	0.6284665531326614	0.5793058276176453	0.47352051734924316	234321232.0	15307.554736142543	14110.1484375	0.47352057695388794	0.0
gsm8k-001051	GSM8K	random	tabpfn2	32	32	26	0.03562256693840027	0.18873941543408537	0.1597042828798294	0.9313414692878723	2588.57861328125	50.878075958916234	43.051143646240234	0.9313414692878723	0.0
gsm8k-001073	GSM8K	random	tabpfn2	32	32	34	0.06471122056245804	0.25438400217477913	0.2352544516324997	0.9246271252632141	8.83862018585205	2.9729816995487965	2.749415159225464	0.9246271848678589	0.0
gsm8k-001089	GSM8K	random	tabpfn2	32	32	41	0.0028717946261167526	0.053589127872328286	0.041972335427999496	0.9814409613609314	1057.7117919921875	32.522481332029194	25.4724178314209	0.9814410209655762	0.0
gsm8k-001091	GSM8K	random	tabpfn2	32	32	29	0.11210177838802338	0.3348160366350802	0.2500680387020111	0.4879169464111328	7883185.0	2807.701016846345	2097.021240234375	0.4879170060157776	0.0
gsm8k-001095	GSM8K	random	tabpfn2	32	32	30	9.805123409023508e-05	0.009902082310819026	0.007389758247882128	0.9996857643127441	63.852596282958984	7.990781956915042	5.963387489318848	0.9996857643127441	0.0
gsm8k-001116	GSM8K	random	tabpfn2	32	32	16	0.00014877706416882575	0.01219742038993597	0.008735780604183674	0.9998438954353333	8.810453414916992	2.9682407946318965	2.1258544921875	0.9998438954353333	0.42857142857142855
gsm8k-001128	GSM8K	random	tabpfn2	32	32	25	0.0025356134865432978	0.05035487549923342	0.035640064626932144	0.9954788684844971	0.4539598822593689	0.6737654504791477	0.4768764078617096	0.9954788684844971	0.7142857142857143
gsm8k-001129	GSM8K	random	tabpfn2	32	32	29	0.006025242153555155	0.07762243331379888	0.05173671990633011	0.9954148530960083	0.2913902699947357	0.5398057706200775	0.3597899079322815	0.9954148530960083	0.8571428571428571
gsm8k-001130	GSM8K	random	tabpfn2	32	32	35	0.02958783134818077	0.17201113727948192	0.16230998933315277	0.9240918159484863	34.04665756225586	5.834951376168944	5.505870342254639	0.9240918159484863	0.0
gsm8k-001144	GSM8K	random	tabpfn2	32	32	33	0.3923410475254059	0.6263713335757041	0.5805883407592773	0.6196887493133545	1104.392822265625	33.23240620637671	30.803369522094727	0.6196886897087097	0.0
gsm8k-001180	GSM8K	random	tabpfn2	32	32	32	1.6474943161010742	1.2835475511647685	0.6009954214096069	0.5005012154579163	4930796.5	2220.539686652774	1039.7232666015625	0.5005011558532715	0.0
gsm8k-001181	GSM8K	random	tabpfn2	32	32	31	1.2650871276855469	1.124760920233961	0.9832485914230347	-0.06081700325012207	23.46787452697754	4.844365234680137	4.23486852645874	-0.06081712245941162	0.0
gsm8k-001196	GSM8K	random	tabpfn2	32	32	29	0.007004491984844208	0.08369284309213189	0.07053331285715103	0.9894067645072937	77.0066909790039	8.77534563302232	7.39554500579834	0.9894067645072937	0.0
gsm8k-001229	GSM8K	random	tabpfn2	32	32	25	0.00522926589474082	0.07231366326456447	0.053857892751693726	0.9966825246810913	188.10519409179688	13.715144698172049	10.214784622192383	0.9966825246810913	0.0
gsm8k-001236	GSM8K	random	tabpfn2	32	32	37	0.512401819229126	0.7158224774545194	0.5341824293136597	0.7776792645454407	747.4966430664062	27.340384837569612	20.40275764465332	0.7776793241500854	0.0
gsm8k-001261	GSM8K	random	tabpfn2	32	32	46	0.12731024622917175	0.3568056140662192	0.26647982001304626	0.7914586067199707	17296.115234375	131.5146958874749	98.2215805053711	0.7914586067199707	0.0
gsm8k-001264	GSM8K	random	tabpfn2	32	32	58	0.14712025225162506	0.38356257931610727	0.3141176998615265	0.8209465742111206	166.6658172607422	12.909911589966145	10.572542190551758	0.8209465742111206	0.0
gsm8k-001270	GSM8K	random	tabpfn2	32	32	30	0.010704072192311287	0.10346048613993308	0.08238048106431961	0.9785472750663757	152586.984375	390.6238399982776	311.0345153808594	0.9785472750663757	0.0
gsm8k-001293	GSM8K	random	tabpfn2	32	32	26	0.0030772704631090164	0.05547315083091113	0.041133783757686615	0.9887893199920654	57663057920.0	240131.33473164222	178059.21875	0.9887893199920654	0.0
2024-I-1	AIME	random	tabpfn2	32	32	15	0.002253621583804488	0.047472324398584995	0.03449143096804619	0.9959070086479187	25.47020149230957	5.046801114796339	3.6667959690093994	0.9959070086479187	0.0
2024-I-14	AIME	random	tabpfn2	32	32	23	0.016289306804537773	0.1276295686921247	0.07513565570116043	-769.2077026367188	2.6883858163040256e+17	518496462.50519645	305239392.0	-769.2063598632812	0.0
2024-I-3	AIME	random	tabpfn2	32	32	25	0.12605899572372437	0.35504787807241484	0.24212725460529327	0.9139504432678223	44618.65234375	211.23127690697228	144.0505828857422	0.913950502872467	0.0
2024-I-4	AIME	random	tabpfn2	32	32	30	0.013834625482559204	0.1176206847563778	0.05787281319499016	0.8277326822280884	16235.9716796875	127.42045236023729	62.694576263427734	0.8277326822280884	0.0
2024-I-7	AIME	random	tabpfn2	32	32	39	0.11098146438598633	0.33313880648460387	0.29505982995033264	0.9135637283325195	122796.4296875	350.4232151092447	310.3685607910156	0.9135637879371643	0.0
2024-I-8	AIME	random	tabpfn2	32	32	30	0.22886398434638977	0.47839730804676334	0.33747413754463196	0.3996553421020508	1161875328.0	34086.2923768485	24045.375	0.3996553421020508	0.0
2024-II-1	AIME	random	tabpfn2	32	32	59	0.10494693368673325	0.32395514147291016	0.23690128326416016	0.7743769884109497	7761.0419921875	88.09677628714628	64.4232406616211	0.7743771076202393	0.0
2024-II-10	AIME	random	tabpfn2	32	32	17	6.100946484366432e-05	0.0078108555769303735	0.005714000668376684	0.9999623894691467	1201.8702392578125	34.668000220056136	25.361257553100586	0.9999623894691467	0.0
2024-II-13	AIME	random	tabpfn2	32	32	30	1.4157041311264038	1.189833656914446	1.1029168367385864	-0.6487274169921875	3039194.0	1743.328425741977	1615.978759765625	-0.6487276554107666	0.0
2024-II-14	AIME	random	tabpfn2	32	32	16	0.3391313850879669	0.5823498820193638	0.24319197237491608	0.37482619285583496	60645352.0	7787.512568208157	3252.100830078125	0.37482625246047974	0.0
2024-II-4	AIME	random	tabpfn2	32	32	71	0.5223349928855896	0.7227274679196782	0.5669888257980347	-0.22958552837371826	682377.5625	826.0614762231683	648.0556030273438	-0.22958576679229736	0.0
2024-II-6	AIME	random	tabpfn2	32	32	10	0.7649360299110413	0.8746062141964469	0.7384662628173828	0.3434000611305237	421.51031494140625	20.53071637672213	17.33493423461914	0.34340012073516846	0.0
2024-II-8	AIME	random	tabpfn2	32	32	23	0.31505364179611206	0.5612963938919544	0.4194253087043762	0.12768125534057617	12163278.0	3487.589138645778	2606.079833984375	0.12768107652664185	0.0
2024-II-9	AIME	random	tabpfn2	32	32	32	0.5611352920532227	0.7490896422012673	0.2897927165031433	0.7667843103408813	1685099.25	1298.1137276833645	502.18804931640625	0.7667843699455261	0.0
gsm8k-000007	GSM8K	ood	tabpfn2	32	32	35	2.1658530235290527	1.4716837376043308	1.4187663793563843	-8.585591316223145	4381.59326171875	66.19360438681935	63.81348419189453	-8.585590362548828	0.0
gsm8k-000011	GSM8K	ood	tabpfn2	32	32	51	3.71574330329895	1.9276263391277237	1.8375413417816162	-6.919684410095215	2248876.0	1499.6252865299384	1429.542236328125	-6.919686317443848	0.0
gsm8k-000023	GSM8K	ood	tabpfn2	32	32	27	7.977699279785156	2.8244821259454196	2.5053083896636963	-2.7204105854034424	435.212158203125	20.861739098242147	18.504308700561523	-2.7204110622406006	0.0
gsm8k-000027	GSM8K	ood	tabpfn2	32	32	35	7.308533668518066	2.703429982174139	2.309723138809204	-1.8154199123382568	9561.970703125	97.78532969277651	83.54462432861328	-1.815420150756836	0.0
gsm8k-000035	GSM8K	ood	tabpfn2	32	32	30	8.425600051879883	2.9026884179808006	2.1387035846710205	-0.6933882236480713	9736.703125	98.67473397481241	72.70364379882812	-0.6933876276016235	0.0
gsm8k-000037	GSM8K	ood	tabpfn2	32	32	38	2.250114917755127	1.5000383054292736	1.4935725927352905	-186.1699981689453	22.918771743774414	4.787355401865879	4.766720294952393	-186.1699676513672	0.0
gsm8k-000038	GSM8K	ood	tabpfn2	32	32	38	1.9795092344284058	1.4069503311874254	1.1148091554641724	-1.3891804218292236	552.7294921875	23.510199747928556	18.628509521484375	-1.3891799449920654	0.0
gsm8k-000050	GSM8K	ood	tabpfn2	32	32	27	0.6465999484062195	0.8041143876378656	0.7254146933555603	-1.2455711364746094	682765.9375	826.2965191140527	745.42578125	-1.2455711364746094	0.0
gsm8k-000078	GSM8K	ood	tabpfn2	32	32	34	19.91755485534668	4.462908788598158	3.8260464668273926	-2.613450050354004	59033.89453125	242.96891680058584	208.29698181152344	-2.613450050354004	0.0
gsm8k-000084	GSM8K	ood	tabpfn2	32	32	17	1.1203495264053345	1.05846564724857	0.6095747351646423	-0.4058624505996704	243.7593536376953	15.612794549269369	8.991475105285645	-0.4058624505996704	0.14285714285714285
gsm8k-000086	GSM8K	ood	tabpfn2	32	32	32	2.1603400707244873	1.4698095355264529	1.2198269367218018	-1.1771235466003418	1220.6998291015625	34.938514981343474	28.996232986450195	-1.1771233081817627	0.0
gsm8k-000088	GSM8K	ood	tabpfn2	32	32	19	133.64695739746094	11.560577727668326	9.40492057800293	0.21071970462799072	6386166005760.0	2527086.4658258134	2055870.0	0.21071958541870117	0.0
gsm8k-000125	GSM8K	ood	tabpfn2	32	32	26	0.06324823200702667	0.25149201181553793	0.20306695997714996	0.6326258778572083	3.088939905166626	1.757538023818155	1.4191220998764038	0.6326261162757874	0.42857142857142855
gsm8k-000126	GSM8K	ood	tabpfn2	32	32	21	0.07425052672624588	0.2724894983779116	0.21832524240016937	0.3203243017196655	184.45567321777344	13.58144591778701	10.88178539276123	0.32032424211502075	0.0
gsm8k-000148	GSM8K	ood	tabpfn2	32	32	25	0.12842614948749542	0.35836594353746204	0.2684243619441986	0.6948375701904297	18.90761375427246	4.348288600618922	3.2569689750671387	0.6948375701904297	0.14285714285714285
gsm8k-000151	GSM8K	ood	tabpfn2	32	32	52	6.971954822540283	2.640445951452194	2.366804361343384	-2.622751235961914	366.91485595703125	19.155021690330482	17.169897079467773	-2.6227517127990723	0.0
gsm8k-000153	GSM8K	ood	tabpfn2	32	32	70	2.547008991241455	1.5959351463143654	1.22836434841156	-1.3380744457244873	2508.229248046875	50.082224871174354	38.54745101928711	-1.3380746841430664	0.0
gsm8k-000158	GSM8K	ood	tabpfn2	32	32	40	7.773662567138672	2.7881288648731197	2.5059282779693604	-9.118545532226562	106647.796875	326.56974274264905	293.5159606933594	-9.118545532226562	0.0
gsm8k-000173	GSM8K	ood	tabpfn2	32	32	31	1.6286675930023193	1.2761926159488306	1.1829935312271118	-3.370455741882324	911805888.0	30196.123724743215	27990.93359375	-3.370457172393799	0.0
