dataset	family	split	model	rowcap	n_samples	n_features	mse	rmse	mae	r2	mse_original	rmse_original	mae_original	r2_original	rounded_consistency
gsm8k-001270	GSM8K	ood	catboost	64	64	30	6.124280747672515	2.474728418972982	2.115926012751948	-2.7087779051841943					0.0
gsm8k-001293	GSM8K	ood	catboost	64	64	26	11.486548587100701	3.3891811086309183	3.084353506790582	-4.113696501550657					0.0
2024-I-1	AIME	ood	catboost	64	64	15	1.8437687385378276	1.3578544614714154	1.3218424025943076	-19.291659977432726					0.0
2024-I-14	AIME	ood	catboost	64	64	23	89076.68652824775	298.45717704261654	117.33386436861936	-0.18288622213068728					0.0
2024-I-3	AIME	ood	catboost	64	64	25	3.581227756247258	1.8924132097000532	1.7647753383602387	-7.28040851832438					0.0
2024-I-4	AIME	ood	catboost	64	64	30	17531.90771268698	132.40811044904683	80.95950884671508	-0.5941685578930007					0.0
2024-I-7	AIME	ood	catboost	64	64	39	12.053546398939524	3.4718217694662155	3.320258478610726	-10.338723667125212					0.0
2024-I-8	AIME	ood	catboost	64	64	30	147.35954920078228	12.139174156456537	9.682956270220451	-1.691624482150568					0.0
2024-II-1	AIME	ood	catboost	64	64	59	104.72484817981238	10.23351592463765	9.013390759079265	-3.30633347702509					0.0
2024-II-10	AIME	ood	catboost	64	64	17	8.547004232410242	2.923525993113494	2.7660755662580567	-11.070142720972994					0.0
2024-II-13	AIME	ood	catboost	64	64	30	53.60921425931001	7.321831346002857	6.718455688720566	-4.979607788297423					0.0
2024-II-14	AIME	ood	catboost	64	64	16	2.449756669220488	1.5651698531534806	1.4043536951536004	0.0					0.0
2024-II-4	AIME	ood	catboost	64	64	71	722.5990824567887	26.88120314377295	17.586545156368977	-0.7397786537276856					0.0
2024-II-6	AIME	ood	catboost	64	64	10	5.169591570404298	2.2736735848411262	2.2157801804437196	-31.004712321680422					0.0
2024-II-8	AIME	ood	catboost	64	64	23	290.1650837251883	17.03423270139246	12.492983991573787	-1.1828434327831276					0.0
2024-II-9	AIME	ood	catboost	64	64	32	234.60803650511968	15.316919941852529	11.05379753066465	-1.1113579863979899					0.0
gsm8k-000007	GSM8K	random	catboost	128	128	35	0.23053798185968566	0.4801437095908741	0.3900081407151393	0.7231634410755328					0.0
gsm8k-000011	GSM8K	random	catboost	128	128	51	0.20570385765870153	0.45354587161465987	0.3356221553030124	0.7744450018766047					0.0
gsm8k-000023	GSM8K	random	catboost	128	128	27	0.046471664739850635	0.21557287570529515	0.14877382687011098	0.9505964724988301					0.23076923076923078
gsm8k-000027	GSM8K	random	catboost	128	128	35	0.14395893247055297	0.3794192041404243	0.2791425226789258	0.7892621881302624					0.0
gsm8k-000035	GSM8K	random	catboost	128	128	30	0.23103858591795934	0.4806647333828012	0.19926412875548744	0.8530523697499679					0.07692307692307693
gsm8k-000037	GSM8K	random	catboost	128	128	38	1.0603710745050672	1.0297432080402702	0.8967967913433044	0.09545158260939202					0.07692307692307693
gsm8k-000038	GSM8K	random	catboost	128	128	38	0.28729392778161283	0.535998066956974	0.37798527233041657	0.7071861528066299					0.038461538461538464
gsm8k-000050	GSM8K	random	catboost	128	128	27	0.07685768785525514	0.27723219123192594	0.24920186770810926	0.9274088482634658					0.0
gsm8k-000078	GSM8K	random	catboost	128	128	34	0.2749114348882963	0.5243199737643954	0.4088868736686325	0.5067941956535751					0.0
gsm8k-000084	GSM8K	random	catboost	128	128	17	0.03188170770459574	0.17855449505569929	0.12880737039222762	0.9656020935633977					0.15384615384615385
gsm8k-000086	GSM8K	random	catboost	128	128	32	0.12506457519332842	0.3536447019161017	0.1623677947337733	0.8852808746171954					0.11538461538461539
gsm8k-000088	GSM8K	random	catboost	128	128	19	0.13793243802928584	0.37139256593163766	0.20507383418146385	0.9057293635701263					0.0
gsm8k-000125	GSM8K	random	catboost	128	128	26	0.046680272784130256	0.21605617969438007	0.17345721442178205	0.933861356886706					0.23076923076923078
gsm8k-000126	GSM8K	random	catboost	128	128	21	0.01527661161946214	0.12359859068558242	0.09046967216716564	0.9836583898278906					0.07692307692307693
gsm8k-000148	GSM8K	random	catboost	128	128	25	0.026983276478968886	0.1642658713152823	0.12811340211678723	0.9457252282891869					0.07692307692307693
gsm8k-000151	GSM8K	random	catboost	128	128	54	0.1343427121484228	0.3665279145555258	0.29136411571126014	0.7541583108628088					0.19230769230769232
gsm8k-000153	GSM8K	random	catboost	128	128	70	0.2832903468612301	0.5322502671311966	0.4346084654458291	0.758646465658786					0.0
gsm8k-000158	GSM8K	random	catboost	128	128	40	0.2251147324680837	0.4744625722521047	0.36947241033410894	0.778942237179513					0.0
gsm8k-000173	GSM8K	random	catboost	128	128	31	0.12770627104197585	0.3573601419324431	0.24800234672145427	0.8829074687407072					0.0
gsm8k-000192	GSM8K	random	catboost	128	128	40	0.35539864920552255	0.5961532095070214	0.4095094863186548	0.6869658841591617					0.038461538461538464
gsm8k-000208	GSM8K	random	catboost	128	128	29	0.08117482194564889	0.28491195472575187	0.21820507879180776	0.9482139636156386					0.0
gsm8k-000212	GSM8K	random	catboost	128	128	12	0.054226749211146195	0.23286637630011378	0.16067101281500484	0.9514507323303593					0.07692307692307693
gsm8k-000218	GSM8K	random	catboost	128	128	39	0.19108780101145356	0.43713590679724945	0.28444461076842953	0.8128943302842548					0.038461538461538464
gsm8k-000224	GSM8K	random	catboost	128	128	35	0.14085754677993054	0.3753099342942184	0.30552532006293076	0.7214652521217086					0.0
gsm8k-000297	GSM8K	random	catboost	128	128	44	0.3508698730355839	0.5923426989805681	0.4547148105264517	0.5493386600749852					0.0
gsm8k-000313	GSM8K	random	catboost	128	128	43	0.6655319382903072	0.8158014086101514	0.5333440921948096	0.7136060667453588					0.0
gsm8k-000337	GSM8K	random	catboost	128	128	18	0.050602748167218575	0.22495054604783377	0.14630015009715402	0.9532032248187169					0.038461538461538464
gsm8k-000348	GSM8K	random	catboost	128	128	30	0.823055225678966	0.9072239115449758	0.8107985810543398	-0.020286357885010764					0.0
gsm8k-000361	GSM8K	random	catboost	128	128	40	0.3875903148138278	0.6225675182771968	0.54841285944487	0.5489986315771638					0.0
gsm8k-000409	GSM8K	random	catboost	128	128	49	0.3673365202408417	0.6060829318177848	0.3270791762864359	0.6976117308632002					0.0
gsm8k-000420	GSM8K	random	catboost	128	128	21	0.05603088968323566	0.23670844869424426	0.16603158455719141	0.9546561674935393					0.0
gsm8k-000473	GSM8K	random	catboost	128	128	24	0.37905858359300254	0.6156773372416777	0.3794350415727031	0.7137260147211453					0.07692307692307693
gsm8k-000509	GSM8K	random	catboost	128	128	27	0.19358172105832738	0.4399792279850577	0.3240768467489434	0.8059648802644679					0.07692307692307693
gsm8k-000534	GSM8K	random	catboost	128	128	32	0.018556780269279198	0.13622327359625153	0.11294925023938665	0.9806022861841679					0.0
gsm8k-000539	GSM8K	random	catboost	128	128	22	0.07340006411075141	0.27092446200140624	0.1608367255867723	0.9050212939212458					0.038461538461538464
gsm8k-000568	GSM8K	random	catboost	128	128	28	0.05985789701848824	0.24465873583113323	0.1996175080335693	0.924248193123274					0.0
gsm8k-000575	GSM8K	random	catboost	128	128	33	0.24043401370327283	0.49034071185582057	0.3718300520504885	0.6406651838500151					0.0
gsm8k-000576	GSM8K	random	catboost	128	128	49	0.9377865417188762	0.9683937947544254	0.5459514509568032	0.615466589242323					0.0
gsm8k-000591	GSM8K	random	catboost	128	128	43	2.2927870371039054	1.514195178008405	0.8534782977835828	0.36469374082655104					0.0
gsm8k-000604	GSM8K	random	catboost	128	128	36	1.9582891173802581	1.399388837092914	1.2622225553584698	-0.3705562096138999					0.038461538461538464
gsm8k-000639	GSM8K	random	catboost	128	128	34	0.13487182876682444	0.3672490010426501	0.28685797978857125	0.7668418288587716					0.0
gsm8k-000641	GSM8K	random	catboost	128	128	28	0.07342337653701146	0.2709674824347222	0.17289873495399294	0.9216297507618992					0.0
gsm8k-000642	GSM8K	random	catboost	128	128	52	0.409986671866179	0.6403020161347136	0.2971086601664037	0.5582687266354585					0.0
gsm8k-000670	GSM8K	random	catboost	128	128	28	0.16847450374252307	0.41045645779122913	0.3147678744192111	0.8432743430393619					0.23076923076923078
gsm8k-000705	GSM8K	random	catboost	128	128	29	0.0855813810824339	0.29254295596105867	0.2489180387811872	0.860911347465317					0.0
gsm8k-000710	GSM8K	random	catboost	128	128	59	0.4474163725213907	0.6688918989802394	0.5145278213845892	0.6180290246810518					0.0
gsm8k-000720	GSM8K	random	catboost	128	128	28	0.15710955818690264	0.3963704809731707	0.32207777890869504	0.8719747529797905					0.11538461538461539
gsm8k-000728	GSM8K	random	catboost	128	128	36	0.3674220527597756	0.6061534894395771	0.4952081944441803	0.7404416011368307					0.0
gsm8k-000734	GSM8K	random	catboost	128	128	37	0.024347148388970192	0.1560357279246333	0.10778064148634793	0.9637922282589527					0.5
gsm8k-000759	GSM8K	random	catboost	128	128	28	0.20195858064366587	0.44939802029344306	0.2718541527074247	0.7813144889700835					0.0
gsm8k-000765	GSM8K	random	catboost	128	128	15	0.07818525571198448	0.27961626510627824	0.1774457142725396	0.9450662965737294					0.0
gsm8k-000776	GSM8K	random	catboost	128	128	15	0.01523228635479029	0.12341914906038808	0.09458463310056721	0.9618491233791356					0.038461538461538464
gsm8k-000785	GSM8K	random	catboost	128	128	49	0.07386326602392443	0.27177797192547526	0.19504819917288405	0.4824094086073304					0.0
gsm8k-000792	GSM8K	random	catboost	128	128	27	0.09139608500198185	0.3023178542560493	0.18797977012574424	0.8609659911814476					0.038461538461538464
gsm8k-000800	GSM8K	random	catboost	128	128	18	0.009134951494905928	0.09557694018384313	0.07310855848054289	0.9886147408029229					0.0
gsm8k-000812	GSM8K	random	catboost	128	128	66	0.5185143010397936	0.7200793713472103	0.5733555777505399	0.43798132469586726					0.0
gsm8k-000819	GSM8K	random	catboost	128	128	22	0.13551464086101545	0.36812313274367237	0.30279017666174907	0.7913296199085106					0.0
gsm8k-000823	GSM8K	random	catboost	128	128	27	0.12837270886545854	0.3582913742548912	0.27558520253076546	0.9153886939861413					0.038461538461538464
gsm8k-000844	GSM8K	random	catboost	128	128	41	0.28312450231335623	0.5320944486774469	0.2245183027251459	0.7333599463113063					0.0
gsm8k-000849	GSM8K	random	catboost	128	128	23	0.2360217552421824	0.48582070277231126	0.36222767475047246	0.6379638250628539					0.0
gsm8k-000851	GSM8K	random	catboost	128	128	15	0.10681237995753154	0.3268216332459214	0.2504419749994065	0.8819475126685581					0.038461538461538464
gsm8k-000881	GSM8K	random	catboost	128	128	24	0.046578592009553624	0.21582074045270447	0.1755090303870028	0.8709948800736651					0.0
gsm8k-000887	GSM8K	random	catboost	128	128	43	0.06739707263875808	0.2596094617666276	0.19914169606572185	0.9052299578952439					0.07692307692307693
gsm8k-000900	GSM8K	random	catboost	128	128	25	0.11518004020660964	0.33938185014318256	0.24539571928292742	0.9214205226950468					0.038461538461538464
gsm8k-000905	GSM8K	random	catboost	128	128	27	0.06548308875712737	0.2558966368616973	0.15305960849641126	0.9141086359792306					0.6538461538461539
gsm8k-000919	GSM8K	random	catboost	128	128	22	0.7157275992154589	0.8460068553005105	0.5907472790888871	0.4712293786192695					0.0
gsm8k-000926	GSM8K	random	catboost	128	128	84	1.0227222291139975	1.011297300062646	0.837766020157386	-0.014407347344316257					0.4230769230769231
gsm8k-000929	GSM8K	random	catboost	128	128	35	0.2875123296448333	0.5362017620680049	0.435733231494227	0.5375394807725687					0.038461538461538464
gsm8k-000942	GSM8K	random	catboost	128	128	28	0.17197604484437626	0.41469994555627354	0.30213848287314965	0.8666405107223912					0.0
gsm8k-000944	GSM8K	random	catboost	128	128	41	0.18935204270703623	0.43514600159835576	0.340397001148544	0.7370507666230229					0.0
gsm8k-000947	GSM8K	random	catboost	128	128	29	0.14536354077163732	0.3812657088850731	0.3095443214241709	0.8126511050567055					0.038461538461538464
gsm8k-000958	GSM8K	random	catboost	128	128	19	0.035899515762832984	0.18947167535764545	0.11665377597182161	0.9526192627304013					0.0
gsm8k-000960	GSM8K	random	catboost	128	128	41	0.2302944495830657	0.47989003905380834	0.3064012480811909	0.8118150932594332					0.038461538461538464
gsm8k-000967	GSM8K	random	catboost	128	128	23	0.016230241964930385	0.12739796687910834	0.08894735979430075	0.9879058940845272					0.038461538461538464
gsm8k-000969	GSM8K	random	catboost	128	128	50	0.058297571614386874	0.24144890062782823	0.19892425653355106	0.932392855716723					0.0
gsm8k-000973	GSM8K	random	catboost	128	128	32	0.06298140482197491	0.25096096274515467	0.2079620004285296	0.9033315807155364					0.0
gsm8k-000989	GSM8K	random	catboost	128	128	32	0.5103439459677582	0.7143836126114304	0.5538825957654258	0.582237593020152					0.038461538461538464
gsm8k-001002	GSM8K	random	catboost	128	128	44	0.3325023373008146	0.5766301564268163	0.3444414559349005	0.8007654198147798					0.0
gsm8k-001023	GSM8K	random	catboost	128	128	36	0.06140244811584738	0.24779517371379003	0.16840270522633702	0.9535092437189201					0.0
gsm8k-001031	GSM8K	random	catboost	128	128	26	0.28310441004241244	0.5320755679811021	0.4583668600144946	0.7199869866730627					0.07692307692307693
gsm8k-001048	GSM8K	random	catboost	128	128	30	0.6617644188837389	0.8134890404201761	0.6407221661545818	0.29238913403662015					0.0
gsm8k-001051	GSM8K	random	catboost	128	128	26	0.40980729484874556	0.6401619286155227	0.3851046617225009	0.7538663153460899					0.038461538461538464
gsm8k-001073	GSM8K	random	catboost	128	128	34	0.5113183194237038	0.7150652553604487	0.5539083564052011	0.3214869880360375					0.0
gsm8k-001089	GSM8K	random	catboost	128	128	41	0.014229438003521923	0.11928720804647044	0.07869753366754716	0.942872602624543					0.0
gsm8k-001091	GSM8K	random	catboost	128	128	29	0.7146374528253898	0.8453623204433646	0.617966575752037	0.6330765743359177					0.0
gsm8k-001095	GSM8K	random	catboost	128	128	30	0.052388292649115056	0.22888488951679414	0.16235043584163136	0.9273547699282036					0.0
gsm8k-001116	GSM8K	random	catboost	128	128	16	0.037345254755799515	0.19324920376498195	0.12416586359972968	0.9698203944075241					0.07692307692307693
gsm8k-001128	GSM8K	random	catboost	128	128	25	0.05694904372108052	0.23863998768245132	0.16547727997036799	0.9166058569788448					0.23076923076923078
gsm8k-001129	GSM8K	random	catboost	128	128	29	0.18233638987772802	0.42700865316493064	0.34575000832980185	0.7524158266519642					0.038461538461538464
gsm8k-001130	GSM8K	random	catboost	128	128	35	0.1372779579462129	0.37051040194063767	0.260794334916401	0.8492758204464792					0.07692307692307693
gsm8k-001144	GSM8K	random	catboost	128	128	33	0.6300786407828508	0.7937749308102712	0.5246223569391005	0.48088969979588303					0.038461538461538464
gsm8k-001180	GSM8K	random	catboost	128	128	32	0.3125657341434867	0.5590757856887443	0.3347843470731915	0.7430890309774696					0.0
gsm8k-001181	GSM8K	random	catboost	128	128	32	1.0251360508029166	1.0124900250387243	0.7280836899537382	0.22496813229843227					0.07692307692307693
gsm8k-001196	GSM8K	random	catboost	128	128	29	0.0445912863910759	0.21116648974464652	0.13492921453583806	0.9162733273512271					0.0
gsm8k-001229	GSM8K	random	catboost	128	128	25	0.09980235567353449	0.315915108333765	0.2546142863108881	0.8926466747955324					0.038461538461538464
gsm8k-001236	GSM8K	random	catboost	128	128	37	0.15016191533353337	0.3875073100388345	0.28576034663752925	0.8342503428343437					0.038461538461538464
gsm8k-001261	GSM8K	random	catboost	128	128	46	0.16016812909135017	0.40021010618342734	0.30995469169428264	0.8015200894876051					0.0
gsm8k-001264	GSM8K	random	catboost	128	128	58	0.0853894599832241	0.29221474977013756	0.20424333755593743	0.8664286329562902					0.07692307692307693
gsm8k-001270	GSM8K	random	catboost	128	128	30	0.10247753595931967	0.32012112701182294	0.21204802290557365	0.8865200782837691					0.0
gsm8k-001293	GSM8K	random	catboost	128	128	26	0.07295829240635382	0.27010792732971356	0.1704597162387865	0.9260090488614667					0.0
2024-I-1	AIME	random	catboost	128	128	15	0.019045242128421905	0.13800450039191442	0.10462749914238854	0.9802647199144923					0.0
2024-I-14	AIME	random	catboost	128	128	23	0.4548999491017929	0.6744627114242809	0.2629288116551656	-57.76526666851573					0.0
2024-I-3	AIME	random	catboost	128	128	25	0.12909414061530594	0.3592967305936779	0.26826605548556315	0.9274786244195004					0.0
2024-I-4	AIME	random	catboost	128	128	30	2.411974700872008	1.5530533477224817	0.5672034221890722	0.1135575461890892					0.038461538461538464
2024-I-7	AIME	random	catboost	128	128	39	0.2606167447705641	0.5105063611460332	0.4038555208325794	0.5970442076651828					0.0
2024-I-8	AIME	random	catboost	128	128	30	0.4345507576818359	0.6592046402156434	0.42745324456141254	-8.404460045290262					0.0
2024-II-1	AIME	random	catboost	128	128	59	0.6480177165410548	0.8049954760997448	0.5169322989843473	0.5306767361644014					0.0
2024-II-10	AIME	random	catboost	128	128	17	0.03572667187979879	0.1890150043774271	0.12987554748267963	0.971128177658573					0.0
2024-II-13	AIME	random	catboost	128	128	30	1.2919257408081672	1.1366291131271304	0.7809541548095802	-0.058512779959491334					0.0
2024-II-14	AIME	random	catboost	128	128	16	0.07453488769061829	0.27301078310319227	0.14402415026155374	0.9241786337387365					0.0
2024-II-4	AIME	random	catboost	128	128	71	0.25450879276470617	0.5044886448322758	0.330807102477881	-0.08163475347275173					0.0
2024-II-6	AIME	random	catboost	128	128	10	0.322771539726302	0.5681298616745136	0.47158924997698626	0.6326932258115601					0.038461538461538464
2024-II-8	AIME	random	catboost	128	128	23	0.11911287419637834	0.34512733041064475	0.2729489196875873	0.5260890758819604					0.0
2024-II-9	AIME	random	catboost	128	128	32	0.12172030495804849	0.3488843719028534	0.19933993804389777	0.7853394818779893					0.0
gsm8k-000007	GSM8K	ood	catboost	128	128	35	10.083315315584597	3.1754236434820156	2.7811172886623776	-3.4851776454911505					0.0
gsm8k-000011	GSM8K	ood	catboost	128	128	51	3.2301160833770584	1.7972523705303767	1.6257972106054717	-3.6229273997770957					0.0
gsm8k-000023	GSM8K	ood	catboost	128	128	27	16.403891194270724	4.050171748737419	3.7176490829876223	-6.127534264641904					0.0
gsm8k-000027	GSM8K	ood	catboost	128	128	35	9.937906985328214	3.1524446046406926	2.8985029356238163	-4.910518956393178					0.0
gsm8k-000035	GSM8K	ood	catboost	128	128	30	33.874149071082975	5.820150261898998	4.810503194284612	-2.2281833093579855					0.0
gsm8k-000037	GSM8K	ood	catboost	128	128	38	3.444078292556973	1.8558228074245056	1.8231441516932014	-130.54019736061963					0.0
gsm8k-000038	GSM8K	ood	catboost	128	128	38	5.454426176094541	2.3354712963542372	2.162346882985709	-6.341514271842637					0.0
gsm8k-000050	GSM8K	ood	catboost	128	128	27	3.9147901167866914	1.9785828556789558	1.8317515336122565	-6.15391863090059					0.0
gsm8k-000078	GSM8K	ood	catboost	128	128	34	27.588431096984444	5.252469047694088	4.568027145993801	-3.161047584209374					0.0
gsm8k-000084	GSM8K	ood	catboost	128	128	17	2.1668886904207323	1.4720355601753419	1.3197781131125192	-4.820220666628868					0.0
gsm8k-000086	GSM8K	ood	catboost	128	128	32	5.008696097823404	2.238011639340467	1.9170658602795076	-3.466938716940282					0.0
gsm8k-000088	GSM8K	ood	catboost	128	128	19	332.40660934309795	18.232021537478996	16.700435724684635	-5.157300993982119					0.0
gsm8k-000125	GSM8K	ood	catboost	128	128	26	2.185172253329747	1.4782328143190933	1.4039276363486937	-13.80527527475546					0.0
gsm8k-000126	GSM8K	ood	catboost	128	128	21	1.131911178666867	1.0639131443246985	0.9963736104749776	-8.536767235144133					0.0
gsm8k-000148	GSM8K	ood	catboost	128	128	25	1.901863279006905	1.3790805919187266	1.2581397110700396	-7.557343940759996					0.0
gsm8k-000151	GSM8K	ood	catboost	128	128	54	10.918427280554493	3.3043043565256656	3.070425728987136	-4.8651871485459175					0.0
gsm8k-000153	GSM8K	ood	catboost	128	128	70	7.261822740015888	2.6947769369682324	2.4361104067805788	-4.53127965187879					0.0
gsm8k-000158	GSM8K	ood	catboost	128	128	40	4.621312106220656	2.1497237278824124	1.9336655458704268	-4.5669186535749375					0.0
gsm8k-000173	GSM8K	ood	catboost	128	128	31	5.129298132928175	2.26479538434009	2.0977286179601355	-5.871760473541858					0.0
gsm8k-000192	GSM8K	ood	catboost	128	128	40	19.62632034625446	4.4301603070605085	3.8827481199922342	-3.294445697155055					0.0
gsm8k-000208	GSM8K	ood	catboost	128	128	29	11.006220507542396	3.31756243461105	2.6576189160924106	-2.5859505096284554					0.0
gsm8k-000212	GSM8K	ood	catboost	128	128	12	6.875835334173998	2.6221814075639385	2.381811149078875	-5.867859521270829					0.0
gsm8k-000218	GSM8K	ood	catboost	128	128	39	2.4101445364392733	1.5524640209806067	1.3849513402913398	-5.395320021071099					0.0
gsm8k-000224	GSM8K	ood	catboost	128	128	35	6.601796659835757	2.5693961663853546	2.2853175360643703	-3.4672006532142587					0.0
gsm8k-000297	GSM8K	ood	catboost	128	128	44	3.054095894999178	1.7475971775552792	1.7144183508707695	-23.753591831962797					0.0
gsm8k-000313	GSM8K	ood	catboost	128	128	43	15.902650595531428	3.9878127583340004	3.5129197134310393	-3.207755045982193					0.0
gsm8k-000337	GSM8K	ood	catboost	128	128	18	3.8936768137380144	1.9732401814624632	1.7396792900353846	-5.405490660304788					0.0
gsm8k-000348	GSM8K	ood	catboost	128	128	30	4.045731280875308	2.011400328347221	1.9482660403889678	-98.9306136384114					0.0
gsm8k-000361	GSM8K	ood	catboost	128	128	40	2.3808545652484647	1.5430018033847093	1.5136988136553005	-70.71914290132109					0.0
gsm8k-000409	GSM8K	ood	catboost	128	128	49	22.928603625731753	4.788382151179222	4.355275527162738	-4.597429407458329					0.0
gsm8k-000420	GSM8K	ood	catboost	128	128	21	3.082348302558582	1.7556617847861762	1.5160960090743347	-4.205404014376697					0.0
gsm8k-000473	GSM8K	ood	catboost	128	128	24	52.471812015131846	7.2437429561747875	6.120627232044027	-2.7208914162347853					0.0
gsm8k-000509	GSM8K	ood	catboost	128	128	27	1.4583130587603306	1.2076063343492078	1.1454312912054994	-13.463882303636076					0.0
gsm8k-000534	GSM8K	ood	catboost	128	128	32	6.043154093778236	2.45828275301647	2.269081728555863	-7.281602198257266					0.0
gsm8k-000539	GSM8K	ood	catboost	128	128	22	8.436373957581345	2.9045436745866544	2.584690133125371	-3.914916118282476					0.0
gsm8k-000568	GSM8K	ood	catboost	128	128	28	3.5416618725097573	1.8819303580392546	1.6909384671351797	-4.96787887286918					0.0
gsm8k-000575	GSM8K	ood	catboost	128	128	33	21.52837442427539	4.639867931770838	4.016360561042605	-2.8640636214711774					0.0
gsm8k-000576	GSM8K	ood	catboost	128	128	49	10.466187370919908	3.2351487401539836	2.749121398459288	-2.7755900768330317					0.0
gsm8k-000591	GSM8K	ood	catboost	128	128	43	51.19940710599303	7.155376098151168	5.638237230806576	-1.548864468812762					0.0
gsm8k-000604	GSM8K	ood	catboost	128	128	36	3.197837964340968	1.7882499725544434	1.7520986244986503	-141.21070904979024					0.0
gsm8k-000639	GSM8K	ood	catboost	128	128	34	22.91256005554637	4.7867065980218975	4.002058133373985	-2.2138592850854413					0.0
gsm8k-000641	GSM8K	ood	catboost	128	128	28	1.0248546368619393	1.0123510442835228	0.9310188560332258	-7.966777935111605					0.0
gsm8k-000642	GSM8K	ood	catboost	128	128	52	99.75744316560495	9.987864795120375	8.327231557035839	-2.2650334406341575					0.0
gsm8k-000670	GSM8K	ood	catboost	128	128	28	1.696152480601649	1.3023641889278317	1.1871495600558717	-7.3195038459465795					0.0
gsm8k-000705	GSM8K	ood	catboost	128	128	29	6.581194759792215	2.565383940035529	2.3324787297828053	-4.564613547672406					0.0
gsm8k-000710	GSM8K	ood	catboost	128	128	59	9.297747935894986	3.0492208735831166	2.952900683157212	-11.238181707371405					0.0
gsm8k-000720	GSM8K	ood	catboost	128	128	28	9.047892406518248	3.0079714770120822	2.8108204331750417	-8.295615360988299					0.0
gsm8k-000728	GSM8K	ood	catboost	128	128	36	4.478997228262387	2.11636415303756	2.000241307601389	-7.993248679838359					0.0
gsm8k-000734	GSM8K	ood	catboost	128	128	37	1.9985109612107537	1.4136870096350018	1.3255034384731217	-11.964522598836405					0.0
gsm8k-000759	GSM8K	ood	catboost	128	128	28	83.38801890446796	9.13170405261077	7.579101257942674	-2.160219100858653					0.0
gsm8k-000765	GSM8K	ood	catboost	128	128	15	1.6423148461614665	1.2815283243695657	1.1448624719721239	-7.161916504383557					0.0
gsm8k-000776	GSM8K	ood	catboost	128	128	15	5.54760054992637	2.355334487907476	2.002230704946511	-3.3264998402385437					0.0
gsm8k-000785	GSM8K	ood	catboost	128	128	49	144.6430101238148	12.026762246083308	8.88043654383007	-1.2013147814299896					0.0
gsm8k-000792	GSM8K	ood	catboost	128	128	27	33.09736735098219	5.753031144621259	4.4796706810529745	-1.6234570585693637					0.0
gsm8k-000800	GSM8K	ood	catboost	128	128	18	1.035184478912929	1.0174401598683478	0.9790907639621711	-18.461011918376066					0.0
gsm8k-000812	GSM8K	ood	catboost	128	128	66	5.906045944608057	2.4302357796329264	2.3287619468747467	-9.433081129151175					0.0
gsm8k-000819	GSM8K	ood	catboost	128	128	22	2.317774428729457	1.5224238663162952	1.432177690183931	-28.165998489660137					0.0
gsm8k-000823	GSM8K	ood	catboost	128	128	27	1.6261461443352863	1.275204353950882	1.1776029916526989	-5.357811419780991					0.0
gsm8k-000844	GSM8K	ood	catboost	128	128	41	14.547681143257304	3.8141422552465585	3.4530343636104126	-4.701620912678329					0.0
gsm8k-000849	GSM8K	ood	catboost	128	128	23	8.306982210107522	2.88218358369267	2.7109377824332572	-6.998253136864949					0.0
gsm8k-000851	GSM8K	ood	catboost	128	128	15	1.7029002569246257	1.3049522048430071	1.2347128736550905	-21.348407737733336					0.0
gsm8k-000881	GSM8K	ood	catboost	128	128	24	5.18225618142665	2.2764569359921243	2.1031773776767086	-8.00174105328146					0.0
gsm8k-000887	GSM8K	ood	catboost	128	128	43	5.666296591672384	2.380398410281855	2.1596457203808295	-5.5455569290752145					0.0
gsm8k-000900	GSM8K	ood	catboost	128	128	25	1.1911262976217227	1.0913873270391785	0.9939331277668374	-7.1741810075355055					0.0
gsm8k-000905	GSM8K	ood	catboost	128	128	27	0.8810849689527659	0.9386612642230241	0.8416440573044164	-6.575489285258274					0.0
gsm8k-000919	GSM8K	ood	catboost	128	128	22	22.116439785801187	4.70281190202215	4.17851010196305	-3.623446836082101					0.0
gsm8k-000926	GSM8K	ood	catboost	128	128	84	3.683716184885143	1.919300962560365	1.9068362605945302	0.0					0.0
gsm8k-000929	GSM8K	ood	catboost	128	128	35	11.239461560065623	3.352530620302464	3.0088087993363306	-4.21656979053395					0.0
gsm8k-000942	GSM8K	ood	catboost	128	128	28	4.336025654574737	2.0823125736965467	1.8783251510305385	-5.34915897134054					0.0
gsm8k-000944	GSM8K	ood	catboost	128	128	41	3.3470769525633273	1.8295018318010308	1.776728109934694	-11.830395401827486					0.0
gsm8k-000947	GSM8K	ood	catboost	128	128	29	2.4397262354091582	1.5619623028130858	1.4441541684100263	-5.275428083774948					0.0
gsm8k-000958	GSM8K	ood	catboost	128	128	19	7.195719441263076	2.682483819385138	2.438177735625813	-5.162392846886163					0.0
gsm8k-000960	GSM8K	ood	catboost	128	128	41	9.244565546838537	3.0404877152915017	2.7877572680207745	-4.742768383544628					0.0
gsm8k-000967	GSM8K	ood	catboost	128	128	23	4.677954682011972	2.162857989330777	2.0424474355614097	-13.201619088424914					0.0
gsm8k-000969	GSM8K	ood	catboost	128	128	50	3.1721007184857126	1.7810392242973518	1.5713218525667954	-4.097964487237406					0.0
gsm8k-000973	GSM8K	ood	catboost	128	128	32	2.3308036900093727	1.5266969869654465	1.399295557499021	-7.472390843620728					0.0
gsm8k-000989	GSM8K	ood	catboost	128	128	32	8.066870759971836	2.840223716535695	2.7102449044840307	-6.97644719474678					0.0
